10,512,2,0.144,0.13561,0.00010696
20,512,2,0.338,0.13559,7.5628e-05
30,512,2,0.453,0.13557,6.1774e-05
40,512,2,0.629,0.13558,5.3497e-05
50,512,2,0.831,0.1356,4.784e-05
60,512,2,0.914,0.13563,4.3683e-05
70,512,2,1.105,0.13557,4.0435e-05
80,512,2,1.23,0.13573,3.7835e-05
90,512,2,1.352,0.13563,3.5665e-05
100,512,2,1.495,0.13575,3.3845e-05
110,512,2,1.625,0.13571,3.2268e-05
120,512,2,1.764,0.13568,3.0891e-05
130,512,2,1.946,0.13563,2.9676e-05
140,512,2,2.067,0.13565,2.8597e-05
150,512,2,2.189,0.13564,2.7626e-05
160,512,2,2.311,0.13566,2.6752e-05
170,512,2,2.468,0.13565,2.5954e-05
180,512,2,2.642,0.13565,2.5221e-05
190,512,2,2.75,0.13569,2.4553e-05
200,512,2,2.922,0.13564,2.3927e-05
210,512,2,3.048,0.13561,2.3348e-05
220,512,2,3.239,0.13564,2.2815e-05
230,512,2,3.322,0.13565,2.2314e-05
240,512,2,3.456,0.13559,2.1839e-05
250,512,2,3.605,0.13567,2.1401e-05
260,512,2,3.768,0.13564,2.0988e-05
270,512,2,3.889,0.13571,2.0597e-05
280,512,2,4.025,0.13566,2.0221e-05
290,512,2,4.155,0.13567,1.9872e-05
300,512,2,4.352,0.13567,1.9538e-05
310,512,2,4.453,0.13569,1.9221e-05
320,512,2,4.592,0.13564,1.8916e-05
330,512,2,4.755,0.13566,1.8628e-05
340,512,2,4.839,0.13561,1.8349e-05
350,512,2,5.016,0.13568,1.8089e-05
360,512,2,5.191,0.13565,1.7834e-05
370,512,2,5.284,0.13568,1.7594e-05
380,512,2,5.411,0.13568,1.7361e-05
390,512,2,5.566,0.13568,1.7135e-05
400,512,2,5.696,0.13565,1.6919e-05
410,512,2,5.829,0.13567,1.6712e-05
420,512,2,5.959,0.13571,1.6514e-05
430,512,2,6.102,0.13568,1.632e-05
440,512,2,6.274,0.13563,1.613e-05
450,512,2,6.4,0.13568,1.5954e-05
460,512,2,6.506,0.13565,1.5778e-05
470,512,2,6.653,0.13564,1.5608e-05
480,512,2,6.844,0.13567,1.5446e-05
490,512,2,6.927,0.13567,1.5287e-05
500,512,2,7.12,0.13563,1.5131e-05
510,512,2,7.226,0.13565,1.4984e-05
520,512,2,7.486,0.13564,1.4839e-05
530,512,2,7.543,0.13569,1.4699e-05
540,512,2,7.649,0.13564,1.4561e-05
550,512,2,7.802,0.13566,1.4429e-05
560,512,2,7.958,0.13564,1.4299e-05
570,512,2,8.077,0.13567,1.4175e-05
580,512,2,8.223,0.13565,1.4051e-05
590,512,2,8.345,0.13567,1.3931e-05
600,512,2,8.535,0.13566,1.3815e-05
10,512,2,0.144,0.13564,0.00010697
20,512,2,0.339,0.1357,7.567e-05
30,512,2,0.451,0.13569,6.179e-05
40,512,2,0.623,0.13566,5.3508e-05
50,512,2,0.819,0.13568,4.7862e-05
60,512,2,0.909,0.1356,4.3677e-05
70,512,2,1.103,0.13562,4.0437e-05
80,512,2,1.275,0.13566,3.7838e-05
90,512,2,1.336,0.13568,3.5668e-05
100,512,2,1.489,0.13565,3.3838e-05
110,512,2,1.656,0.13573,3.2273e-05
120,512,2,1.804,0.13567,3.0891e-05
130,512,2,1.902,0.13558,2.9671e-05
140,512,2,2.051,0.13569,2.86e-05
150,512,2,2.187,0.13566,2.763e-05
10,512,2,0.145,0.1356,0.00010701
20,512,2,0.339,0.13555,7.5647e-05
30,512,2,0.456,0.13559,6.1777e-05
40,512,2,0.63,0.13573,5.3519e-05
50,512,2,0.818,0.13566,4.7851e-05
60,512,2,0.907,0.13565,4.368e-05
70,512,2,1.05,0.13572,4.0457e-05
80,512,2,1.228,0.13575,3.7843e-05
90,512,2,1.386,0.13568,3.5672e-05
100,512,2,1.516,0.13562,3.3834e-05
10,512,2,0.145,0.13578,0.00010703
20,512,2,0.341,0.13574,7.5682e-05
30,512,2,0.452,0.13571,6.1791e-05
40,512,2,0.637,0.13564,5.3499e-05
50,512,2,0.808,0.13566,4.7851e-05
60,512,2,0.936,0.13566,4.3683e-05
70,512,2,1.078,0.13565,4.045e-05
10,512,2,0.143,0.13559,0.00010701
20,512,2,0.342,0.13574,7.5678e-05
