#m = 500
0.6,2.45125e-07,1.678286e-07,-nan,5.060166e-09,0
0.6125,2.579177e-06,2.009589e-06,-nan,1.695633e-08,0
0.625,2.033807e-05,1.74214e-05,-nan,5.069676e-08,0
0.6375,0.0001200697,0.0001104172,-nan,1.315823e-07,0
0.65,0.0005383264,0.000518436,-nan,2.980369e-07,0
0.6625,0.001865543,0.001835658,-nan,5.829479e-07,0
0.675,0.005038999,0.005019374,-nan,9.790763e-07,0
0.6875,0.0109213,0.01092988,-nan,1.41242e-06,0
0.7,0.01964491,0.019676,-nan,1.772657e-06,0
0.7125,0.0304951,0.03052122,-nan,1.991973e-06,0
0.725,0.04246159,0.04247233,-nan,2.08825e-06,0
0.7375,0.05483296,0.0548379,-nan,2.117456e-06,0
0.75,0.06731792,0.06731391,-nan,2.123243e-06,0
0.7625,0.0798169,0.07981081,-nan,2.124387e-06,0
0.775,0.09231403,0.09231053,-nan,2.124181e-06,0
0.7875,0.1048144,0.1048105,-nan,2.124402e-06,0
0.8,0.1173166,0.1173105,-nan,2.124248e-06,0
#m = 1000
0.6,1.041667e-11,2.388211e-11,-nan,1.041667e-11,0
0.6125,3.432292e-09,2.649425e-09,-nan,3.987351e-10,0
0.625,1.897917e-07,1.497396e-07,-nan,3.627821e-09,0
0.6375,5.073995e-06,4.377944e-06,-nan,2.048407e-08,0
0.65,7.202198e-05,6.773816e-05,-nan,8.499352e-08,0
0.6625,0.0005874123,0.0005741701,-nan,2.653939e-07,0
0.675,0.00281965,0.002810561,-nan,6.138639e-07,0
0.6875,0.00858358,0.008587815,-nan,1.042919e-06,0
0.7,0.01816227,0.01817748,-nan,1.353346e-06,0
0.7125,0.02992274,0.02992722,-nan,1.475318e-06,0
0.725,0.04232059,0.0423192,-nan,1.49973e-06,0
0.7375,0.05481339,0.05481085,-nan,1.502025e-06,0
0.75,0.06731259,0.06731051,-nan,1.501983e-06,0
0.7625,0.07981088,0.07981051,-nan,1.501944e-06,0
0.775,0.09231112,0.09231051,-nan,1.50225e-06,0
0.7875,0.1048136,0.1048105,-nan,1.501944e-06,0
0.8,0.1173141,0.1173105,-nan,1.502205e-06,0
