

4,0.3172795,0.3247654,0.3173207,1.679469e-05,1
5,0.3173159,0.3225306,0.3173207,1.502098e-05,1
6,0.3173109,0.3208768,0.3173207,1.37134e-05,1
7,0.3173059,0.3197439,0.3173207,1.26953e-05,1
8,0.317328,0.3189827,0.3173207,1.187591e-05,1
9,0.3173163,0.3184707,0.3173207,1.119736e-05,1
10,0.317306,0.3181234,0.3173207,1.062235e-05,1
11,0.3173098,0.3178853,0.3173207,1.012762e-05,1
12,0.317322,0.3177203,0.3173207,9.696812e-06,1
13,0.317318,0.3176048,0.3173207,9.316509e-06,1
14,0.3173115,0.3175232,0.3173207,8.977239e-06,1
15,0.3173076,0.3174651,0.3173207,8.672756e-06,1
16,0.3173172,0.3174234,0.3173207,8.397963e-06,1
17,0.3173201,0.3173933,0.3173207,8.146419e-06,1
18,0.317296,0.3173715,0.3173207,7.916908e-06,0
19,0.3173302,0.3173556,0.3173207,7.706081e-06,1
20,0.3173229,0.3173439,0.3173207,7.511182e-06,1
21,0.3173348,0.3173354,0.3173207,7.330823e-06,1
22,0.3173298,0.317329,0.3173207,7.161402e-06,1
23,0.3173212,0.3173244,0.3173207,7.004132e-06,1
24,0.3173187,0.3173209,0.3173207,6.857e-06,1
25,0.317311,0.3173183,0.3173207,6.717555e-06,1
26,0.3173097,0.3173164,0.3173207,6.587546e-06,1
27,0.3173214,0.3173149,0.3173207,6.464603e-06,1
28,0.3173219,0.3173138,0.3173207,6.34762e-06,1
29,0.3173249,0.317313,0.3173207,6.23756e-06,1
30,0.3173194,0.3173124,0.3173207,6.13249e-06,1
1,0.2379748,0.1531546,0.2379905,2.519188e-05,1
2,0.1838251,0.1511355,0.1838335,1.612478e-05,1
3,0.1468609,0.1395782,0.1468616,1.355782e-05,1
4,0.121609,0.1289829,0.1216216,1.256683e-05,1
5,0.1216144,0.12058,0.1216216,1.092901e-05,1
6,0.1161546,0.1140355,0.1161539,9.909884e-06,1
7,0.1086947,0.1088699,0.1086886,9.344989e-06,1
8,0.1010475,0.1047065,0.1010439,9.046458e-06,1
9,0.1010471,0.1012797,0.1010439,8.413327e-06,1
10,0.0988231,0.0984064,0.09883584,7.976251e-06,1
11,0.09543587,0.09595863,0.09544418,7.707244e-06,1
12,0.09157866,0.09384533,0.09158516,7.552908e-06,1
13,0.09158775,0.09200007,0.09158516,7.195506e-06,1
14,0.09035714,0.09037328,0.09035907,6.941045e-06,1
15,0.0883825,0.08892721,0.08838064,6.776316e-06,1
16,0.08600901,0.08763254,0.08601703,6.677504e-06,1
17,0.08602101,0.08646612,0.08601703,6.44019e-06,1
18,0.08523025,0.08540941,0.0852293,6.268366e-06,1
19,0.08391815,0.08444738,0.08392329,6.153536e-06,1
20,0.08231884,0.08356769,0.08231844,6.082705e-06,1
21,0.08230569,0.0827601,0.08231844,5.910211e-06,1
22,0.08175504,0.08201605,0.08176799,5.783496e-06,1
23,0.08083585,0.08132829,0.08083958,5.698239e-06,1
24,0.07967109,0.08069068,0.0796776,5.643669e-06,1
25,0.07967165,0.08009796,0.0796776,5.510678e-06,1
26,0.07927361,0.07954558,0.07927132,5.412694e-06,1
27,0.07856872,0.0790296,0.07857792,5.344911e-06,1
28,0.07770059,0.07854659,0.07769881,5.301013e-06,1
29,0.07769669,0.07809355,0.07769881,5.194561e-06,1
30,0.07738523,0.07766783,0.07738718,5.115959e-06,1
31,0.07685274,0.0772671,0.0768507,5.060275e-06,1
32,0.07617002,0.07688927,0.07616399,5.023419e-06,1
33,0.07616545,0.0765325,0.07616399,4.936107e-06,1
34,0.07591765,0.07619513,0.07591804,4.870463e-06,1
35,0.07548835,0.07587569,0.07549181,4.823095e-06,1
36,0.07494273,0.07557283,0.0749422,4.791931e-06,1
37,0.07494033,0.07528536,0.0749422,4.717688e-06,1
38,0.07474308,0.07501219,0.07474376,4.66213e-06,1
39,0.07440632,0.07475232,0.07439808,4.622309e-06,1
40,0.07394973,0.07450486,0.0739497,4.593894e-06,1
41,0.07394573,0.07426899,0.0739497,4.530766e-06,1
42,0.07378539,0.07404396,0.07378677,4.482612e-06,1
43,0.07350851,0.07382909,0.07350175,4.44744e-06,1
44,0.07312295,0.07362374,0.07313028,4.422289e-06,1
45,0.07312955,0.07342734,0.07313028,4.367431e-06,1
46,0.07299211,0.07323936,0.07299458,4.324961e-06,1
47,0.0727558,0.0730593,0.07275637,4.2938e-06,1
48,0.07244325,0.07288671,0.07244468,4.271587e-06,1
49,0.07244368,0.07272118,0.07244468,4.223014e-06,1
50,0.07232876,0.0725623,0.07233032,4.18547e-06,1
51,0.07213025,0.07240973,0.07212898,4.157461e-06,1
52,0.07186752,0.07226311,0.07186465,4.137139e-06,1
53,0.07186102,0.07212215,0.07186465,4.093917e-06,1
54,0.07176676,0.07198655,0.07176731,4.06056e-06,1
55,0.07159222,0.07185604,0.0715955,4.035156e-06,1
56,0.07136936,0.07173036,0.07136929,4.016194e-06,1
57,0.07136836,0.07160927,0.07136929,3.97773e-06,1
58,0.07128485,0.07149256,0.07128572,3.947246e-06,1
59,0.0711342,0.07138001,0.07113791,3.923961e-06,1
60,0.07094852,0.07127143,0.07094281,3.907048e-06,1
